#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Blattabacterium clevelandi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,CCLhc,SAMN09370566,PRJNA474703,GCA_003268615.1,Complete,"0,620771","24,5302",chromosome:NZ_CP029844.1/CP029844.1; plasmid pCCLhc:NZ_CP029845.1/CP029845.1,,2,557,2018-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/615/GCA_003268615.1_ASM326861v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/268/615/GCF_003268615.1_ASM326861v1
Blattabacterium cuenoti BPAA,Bacteria;FCB group;Bacteroidetes/Chlorobi group,BPAA,SAMD00061034,PRJDB477,GCA_000348805.1,Complete,"0,63249","26,4",chromosome:NC_020510.1/AP012548.1,,1,577,2013-03-13T23:07:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/805/GCA_000348805.1_ASM34880v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/805/GCF_000348805.1_ASM34880v1
Blattabacterium punctulatus,Bacteria;FCB group;Bacteroidetes/Chlorobi group,CPUml,SAMN09356176,PRJNA474610,GCA_003226695.1,Complete,"0,615935","24,1328",chromosome:NZ_CP029808.1/CP029808.1; plasmid pCPUml:NZ_CP029809.1/CP029809.1,,2,548,2018-06-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/695/GCA_003226695.1_ASM322669v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/226/695/GCF_003226695.1_ASM322669v1
Butyricimonas faecalis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,H184,SAMN10176434,PRJNA494677,GCA_003991565.1,Complete,"4,97642","43,5262",chromosome:NZ_CP032819.1/CP032819.1; plasmid unnamed:NZ_CP032820.1/CP032820.1,,2,4142,2019-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/565/GCA_003991565.1_ASM399156v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/565/GCF_003991565.1_ASM399156v1
Butyricimonas virosa,Bacteria;FCB group;Bacteroidetes/Chlorobi group,FDAARGOS_1229,SAMN16357371,PRJNA231221,GCA_016889065.1,Complete,"4,81314","42,4",chromosome:NZ_CP069450.1/CP069450.1,,1,3854,2021-02-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/889/065/GCA_016889065.1_ASM1688906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/889/065/GCF_016889065.1_ASM1688906v1
Candidatus Amoebophilus asiaticus 5a2,Bacteria;FCB group;Bacteroidetes/Chlorobi group,5a2,SAMN00000287,PRJNA19981,GCA_000020565.1,Complete,"1,88436",35,chromosome:NC_010830.1/CP001102.1,,1,1258,2008-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/565/GCA_000020565.1_ASM2056v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/565/GCF_000020565.1_ASM2056v1
Candidatus Cardinium hertigii,Bacteria;FCB group;Bacteroidetes/Chlorobi group,cHgTN10,SAMN09237133,PRJNA471768,GCA_003176915.1,Complete,"1,19304","38,2",chromosome:NZ_CP029619.1/CP029619.1,,1,909,2018-05-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/915/GCA_003176915.1_ASM317691v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/176/915/GCF_003176915.1_ASM317691v1
Candidatus Cyclonatronum proteinivorum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Omega,SAMN07284862,PRJNA392178,GCA_003353065.1,Complete,"4,29425","51,4",chromosome:NZ_CP027806.1/CP027806.1,,1,3114,2018-08-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/065/GCA_003353065.1_ASM335306v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/065/GCF_003353065.1_ASM335306v1
Candidatus Kaistella beijingensis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,PM-38,SAMN18353996,PRJNA715600,GCA_020084865.1,Complete,"2,81619","36,8",chromosome:NZ_CP071953.1/CP071953.1,,1,2558,2021-09-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/084/865/GCA_020084865.1_ASM2008486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/084/865/GCF_020084865.1_ASM2008486v1
Candidatus Sulcia muelleri,Bacteria;FCB group;Bacteroidetes/Chlorobi group,SMVAGTER,SAMN08939727,PRJNA450125,GCA_003213775.1,Complete,"0,245295","22,7",chromosome:NZ_CP029022.1/CP029022.1,,1,223,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/775/GCA_003213775.1_ASM321377v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/213/775/GCF_003213775.1_ASM321377v1
Candidatus Walczuchella monophlebidarum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,FNIIJ,SAMN03081499,PRJNA225831,GCA_000709555.1,Complete,"0,309299","32,7",chromosome:NZ_CP006873.1/CP006873.1,,1,262,2014-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/555/GCA_000709555.1_ASM70955v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/555/GCF_000709555.1_ASM70955v1
Capnocytophaga canimorsus,Bacteria;FCB group;Bacteroidetes/Chlorobi group,7120,SAMN06289152,PRJNA369395,GCA_002302565.1,Complete,"2,41427","36,3",chromosome:NZ_CP022382.1/CP022382.1,,1,2065,2017-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/565/GCA_002302565.1_ASM230256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/565/GCF_002302565.1_ASM230256v1
Capnocytophaga cynodegmi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,G7591,SAMN06754876,PRJNA369395,GCA_002302475.1,Complete,"2,64047","34,3",chromosome:NZ_CP022378.1/CP022378.1,,1,2254,2017-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/475/GCA_002302475.1_ASM230247v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/475/GCF_002302475.1_ASM230247v1
Capnocytophaga endodontalis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,ChDC OS43,SAMN07125685,PRJNA386716,GCA_002209445.1,Complete,"3,41269","38,2",chromosome:NZ_CP022022.1/CP022022.1,,1,3029,2017-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/445/GCA_002209445.1_ASM220944v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/445/GCF_002209445.1_ASM220944v1
Capnocytophaga gingivalis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,H1496,SAMN06289147,PRJNA369395,GCA_002302415.1,Complete,"2,83863","40,1",chromosome:NZ_CP022386.1/CP022386.1,,1,2618,2017-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/415/GCA_002302415.1_ASM230241v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/415/GCF_002302415.1_ASM230241v1
Capnocytophaga haemolytica,Bacteria;FCB group;Bacteroidetes/Chlorobi group,NCTC12947,SAMEA44541418,PRJEB6403,GCA_900187255.1,Complete,"2,6885","44,2",chromosome 1:NZ_LT906449.1/LT906449.1,,1,2334,2017-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/255/GCA_900187255.1_51184_F02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/255/GCF_900187255.1_51184_F02
Capnocytophaga ochracea DSM 7271,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 7271,SAMN00001911,PRJNA29403,GCA_000023285.1,Complete,"2,61293","39,6",chromosome:NC_013162.1/CP001632.1,,1,2165,2009-08-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/285/GCA_000023285.1_ASM2328v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/285/GCF_000023285.1_ASM2328v1
Capnocytophaga sputigena,Bacteria;FCB group;Bacteroidetes/Chlorobi group,D1179,SAMN06754875,PRJNA369395,GCA_002302495.1,Complete,"2,85515","38,8",chromosome:NZ_CP022379.1/CP022379.1,,1,2474,2017-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/495/GCA_002302495.1_ASM230249v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/495/GCF_002302495.1_ASM230249v1
Capnocytophaga stomatis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,H2177,SAMN06289146,PRJNA369395,GCA_002302635.1,Complete,"2,83135","35,9",chromosome:NZ_CP022387.1/CP022387.1,,1,2442,2017-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/635/GCA_002302635.1_ASM230263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/635/GCF_002302635.1_ASM230263v1
Cardinium endosymbiont cEper1 of Encarsia pergandiella,Bacteria;FCB group;Bacteroidetes/Chlorobi group,cEper1,SAMEA2272294,PRJEA66421,GCA_000304455.1,Complete,"0,94493","36,288",chromosome I:NC_018605.1/HE983995.1; plasmid pCher:NC_018606.1/HE983996.1,,2,744,2012-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/455/GCA_000304455.1_CCh_cEper1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/455/GCF_000304455.1_CCh_cEper1
Cardinium endosymbiont of Sogatella furcifera,Bacteria;FCB group;Bacteroidetes/Chlorobi group,cSfur,SAMN07279999,PRJNA391988,GCA_003351905.1,Complete,"1,10359","39,2",chromosome:NZ_CP022339.1/CP022339.1,,1,900,2018-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/905/GCA_003351905.1_ASM335190v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/905/GCF_003351905.1_ASM335190v1
Cellulophaga algicola DSM 14237,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 14237,SAMN00190054,PRJNA41529,GCA_000186265.1,Complete,"4,88835","33,8",chromosome:NC_014934.1/CP002453.1,,1,4159,2011-01-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/265/GCA_000186265.1_ASM18626v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/265/GCF_000186265.1_ASM18626v1
Cellulophaga baltica 18,Bacteria;FCB group;Bacteroidetes/Chlorobi group,18,SAMN02208949,PRJNA209292,GCA_000468615.2,Complete,"4,63511","34,7",chromosome:NZ_CP009976.1/CP009976.1,,1,3911,2014-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/615/GCA_000468615.2_ASM46861v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/615/GCF_000468615.2_ASM46861v2
Cellulophaga lytica DSM 7489,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 7489,SAMN00713590,PRJNA50743,GCA_000190595.1,Complete,"3,76594","32,1",chromosome:NC_015167.1/CP002534.1,,1,3268,2011-02-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/595/GCA_000190595.1_ASM19059v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/595/GCF_000190595.1_ASM19059v1
Changchengzhania lutea,Bacteria;FCB group;Bacteroidetes/Chlorobi group,SM1355,SAMN11445384,PRJNA533199,GCA_006974145.1,Complete,"4,13096","34,8",chromosome:NZ_CP039456.1/CP039456.1,,1,3588,2019-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/974/145/GCA_006974145.1_ASM697414v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/974/145/GCF_006974145.1_ASM697414v1
Chitinophaga agri,Bacteria;FCB group;Bacteroidetes/Chlorobi group,H33E-04,SAMN13906963,PRJNA602749,GCA_010093065.1,Complete,"7,96992","46,2",chromosome:NZ_CP048113.1/CP048113.1,,1,6119,2020-02-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/065/GCA_010093065.1_ASM1009306v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/065/GCF_010093065.1_ASM1009306v1
Chitinophaga caeni,Bacteria;FCB group;Bacteroidetes/Chlorobi group,13,SAMN07665588,PRJNA407887,GCA_002557795.1,Complete,"5,27992","42,5",chromosome:NZ_CP023777.1/CP023777.1,,1,4253,2017-10-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/557/795/GCA_002557795.1_ASM255779v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/557/795/GCF_002557795.1_ASM255779v1
Chitinophaga oryzae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,1310,SAMN14558177,PRJNA623709,GCA_012516355.1,Complete,"8,51125","50,9",chromosome:NZ_CP051205.1/CP051205.1,,1,6592,2020-04-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/516/355/GCA_012516355.1_ASM1251635v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/516/355/GCF_012516355.1_ASM1251635v1
Chitinophaga pinensis DSM 2588,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 2588,SAMN00001914,PRJNA27951,GCA_000024005.1,Complete,"9,12735","45,2",chromosome:NC_013132.1/CP001699.1,,1,7064,2009-08-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/005/GCA_000024005.1_ASM2400v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1
Chlorobaculum limnaeum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 1677,SAMN05793943,PRJNA343781,GCA_001747405.1,Complete,"2,79728","56,4",chromosome:NZ_CP017305.1/CP017305.1,,1,2539,2016-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/747/405/GCA_001747405.1_ASM174740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1
Chlorobaculum parvum NCIB 8327,Bacteria;FCB group;Bacteroidetes/Chlorobi group,NCIB 8327,SAMN02598460,PRJNA29213,GCA_000020505.1,Complete,"2,28925","55,8",chromosome:NC_011027.1/CP001099.1,,1,2083,2008-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/505/GCA_000020505.1_ASM2050v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/505/GCF_000020505.1_ASM2050v1
Chlorobaculum tepidum TLS,Bacteria;FCB group;Bacteroidetes/Chlorobi group,TLS,SAMN02604006,PRJNA302,GCA_000006985.1,Complete,"2,15495","56,5",chromosome:NC_002932.3/AE006470.1,,1,1985,2002-04-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/985/GCA_000006985.1_ASM698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/985/GCF_000006985.1_ASM698v1
Chlorobium limicola DSM 245,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 245,SAMN02598270,PRJNA12606,GCA_000020465.1,Complete,"2,76318","51,3",chromosome:NC_010803.1/CP001097.1,,1,2437,2008-06-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/465/GCA_000020465.1_ASM2046v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/465/GCF_000020465.1_ASM2046v1
Chlorobium phaeobacteroides DSM 266,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 266,SAMN02598273,PRJNA12609,GCA_000015125.1,Complete,"3,1339","48,4",chromosome:NC_008639.1/CP000492.1,,1,2713,2006-12-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/125/GCA_000015125.1_ASM1512v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/125/GCF_000015125.1_ASM1512v1
Chloroherpeton thalassium ATCC 35110,Bacteria;FCB group;Bacteroidetes/Chlorobi group,ATCC 35110,SAMN02598461,PRJNA29215,GCA_000020525.1,Complete,"3,29346",45,chromosome:NC_011026.1/CP001100.1,,1,2709,2008-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/525/GCA_000020525.1_ASM2052v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/525/GCF_000020525.1_ASM2052v1
Chryseobacterium arthrosphaerae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,LMY,SAMN18593151,PRJNA719258,GCA_020872015.1,Complete,"5,4474","37,9",chromosome:NZ_CP073074.1/CP073074.1,,1,4765,2021-11-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/872/015/GCA_020872015.1_ASM2087201v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/872/015/GCF_020872015.1_ASM2087201v1
Chryseobacterium balustinum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,KC_1863,SAMN10316127,PRJNA498534,GCA_003815995.1,Complete,"4,97409","33,7695",chromosome:NZ_CP033934.1/CP033934.1; plasmid unnamed:NZ_CP033935.1/CP033935.1,,2,4426,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/995/GCA_003815995.1_ASM381599v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/995/GCF_003815995.1_ASM381599v1
Chryseobacterium bernardetii,Bacteria;FCB group;Bacteroidetes/Chlorobi group,G0229,SAMN10343177,PRJNA498534,GCA_003815975.1,Complete,"5,31863","36,3",chromosome:NZ_CP033932.1/CP033932.1,,1,4719,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/975/GCA_003815975.1_ASM381597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/975/GCF_003815975.1_ASM381597v1
Chryseobacterium camelliae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Dolsongi-HT1,SAMN07337715,PRJNA393580,GCA_002770595.1,Complete,"4,37635","41,8",chromosome:NZ_CP022986.1/CP022986.1,,1,3893,2017-11-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/770/595/GCA_002770595.1_ASM277059v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/770/595/GCF_002770595.1_ASM277059v1
Chryseobacterium carnipullorum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,G0188,SAMN10343188,PRJNA498534,GCA_003815695.1,Complete,"5,45907","37,1",chromosome:NZ_CP033920.1/CP033920.1,,1,4828,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/695/GCA_003815695.1_ASM381569v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/695/GCF_003815695.1_ASM381569v1
Chryseobacterium gallinarum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,FDAARGOS_636,SAMN11056351,PRJNA231221,GCA_012273615.1,Complete,"4,33894","37,0025",chromosome:NZ_CP050995.1/CP050995.1; plasmid unnamed2:NZ_CP050996.1/CP050996.1,,2,3689,2020-04-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/273/615/GCA_012273615.1_ASM1227361v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/615/GCF_012273615.1_ASM1227361v1
Chryseobacterium glaciei,Bacteria;FCB group;Bacteroidetes/Chlorobi group,IHBB 10212,SAMN04524003,PRJNA313490,GCA_001648155.1,Complete,"4,87165","34,0371",chromosome:NZ_CP015199.1/CP015199.1; plasmid pMP01:NZ_CP015200.1/CP015200.1; plasmid pMP02:NZ_CP015201.1/CP015201.1,,3,4289,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/155/GCA_001648155.1_ASM164815v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/648/155/GCF_001648155.1_ASM164815v1
Chryseobacterium indoltheticum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,ATCC 27950,SAMN05421682,PRJNA498534,GCA_003815915.1,Complete,"4,25389","34,3",chromosome:NZ_CP033929.1/CP033929.1,,1,3817,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/915/GCA_003815915.1_ASM381591v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/915/GCF_003815915.1_ASM381591v1
Chryseobacterium joostei,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 16927,SAMN05421768,PRJNA498534,GCA_003815775.1,Complete,"4,89062","35,4673",chromosome:NZ_CP033926.1/CP033926.1; plasmid unnamed:NZ_CP033927.1/CP033927.1,,2,4372,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/775/GCA_003815775.1_ASM381577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/775/GCF_003815775.1_ASM381577v1
Chryseobacterium lactis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,KC_1864,SAMN10343183,PRJNA498534,GCA_003815875.1,Complete,"5,61821","36,1",chromosome:NZ_CP033924.1/CP033924.1,,1,4913,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/875/GCA_003815875.1_ASM381587v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/875/GCF_003815875.1_ASM381587v1
Chryseobacterium nakagawai,Bacteria;FCB group;Bacteroidetes/Chlorobi group,NCTC13529,SAMEA24550918,PRJEB6403,GCA_900637665.1,Complete,"5,6025","35,4",chromosome 1:NZ_LR134386.1/LR134386.1,,1,4980,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/665/GCA_900637665.1_52437_G01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/665/GCF_900637665.1_52437_G01
Chryseobacterium piperi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,ATCC BAA-1782,SAMN07488153,PRJNA342323,GCA_002285635.2,Complete,"4,50195","35,3",chromosome:NZ_CP023049.2/CP023049.2,,1,3867,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/635/GCA_002285635.2_ASM228563v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/635/GCF_002285635.2_ASM228563v2
Chryseobacterium salivictor,Bacteria;FCB group;Bacteroidetes/Chlorobi group,NBC 122,SAMN11104548,PRJNA526595,GCA_004359195.1,Complete,"3,13945","37,5",chromosome:NZ_CP037954.1/CP037954.1,,1,2778,2019-03-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/359/195/GCA_004359195.1_ASM435919v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/359/195/GCF_004359195.1_ASM435919v1
Chryseobacterium shandongense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,G0239,SAMN10343193,PRJNA498534,GCA_003815615.1,Complete,"4,39095","36,9",chromosome:NZ_CP033914.1/CP033914.1,,1,3852,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/615/GCA_003815615.1_ASM381561v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/615/GCF_003815615.1_ASM381561v1
Chryseobacterium taihuense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,3012STDY6944375,SAMEA104200672,PRJEB6403,GCA_900683625.1,Complete,"3,68567","35,3",chromosome 1:NZ_LR215974.1/LR215974.1,,1,3332,2019-02-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/683/625/GCA_900683625.1_56279_G01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/683/625/GCF_900683625.1_56279_G01
Chryseobacterium taklimakanense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,F9257,SAMN10343189,PRJNA498694,GCA_003860545.1,Complete,"2,53879","40,7",chromosome:NZ_CP034173.1/CP034173.1,,1,2308,2018-12-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/545/GCA_003860545.1_ASM386054v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/545/GCF_003860545.1_ASM386054v1
Chryseolinea soli,Bacteria;FCB group;Bacteroidetes/Chlorobi group,KIS68-18,SAMN10059839,PRJNA490823,GCA_003589925.1,Complete,"8,24139","50,9",chromosome:NZ_CP032382.1/CP032382.1,,1,6669,2018-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/925/GCA_003589925.1_ASM358992v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/925/GCF_003589925.1_ASM358992v1
Cloacibacterium caeni,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Isolate2,SAMEA8533642,PRJEB44171,GCA_907163105.1,Complete,"2,71892","33,1",chromosome 1:NZ_OU015321.1/OU015321.1,,1,2466,2021-05-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/163/105/GCA_907163105.1_CB-03_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/163/105/GCF_907163105.1_CB-03_assembly
Cloacibacterium normanense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,NRS-1,SAMN05731713,PRJNA498697,GCA_003860565.1,Complete,"2,75956","33,1",chromosome:NZ_CP034157.1/CP034157.1,,1,2466,2018-12-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/565/GCA_003860565.1_ASM386056v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/565/GCF_003860565.1_ASM386056v1
Constantimarinum furrinae,Bacteria;FCB group;Bacteroidetes/Chlorobi group,ALE3EI,SAMN11269519,PRJNA529554,GCA_014295415.1,Complete,"2,9873","40,4",chromosome:NZ_CP052909.1/CP052909.1,,1,2679,2020-08-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/295/415/GCA_014295415.1_ASM1429541v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/295/415/GCF_014295415.1_ASM1429541v1
